iter	Logloss
125	0.6430604455
126	0.6430154457
127	0.6427451382
128	0.6427231364
129	0.6426245725
130	0.6426101481
131	0.6423543146
132	0.6423113385
133	0.6422983682
134	0.6422674445
135	0.6422601598
136	0.6421309405
137	0.6421098251
138	0.6420549195
139	0.642046638
140	0.6420383078
141	0.6419925405
142	0.6419858154
143	0.6419250805
144	0.6419166595
145	0.6418651119
146	0.641701651
147	0.6416958142
148	0.6416842753
149	0.6416783938
150	0.6415553364
151	0.6414202193
152	0.6414134905
153	0.6414024995
154	0.6413938981
155	0.6413847888
156	0.6413805972
157	0.6410361919
158	0.6407476306
159	0.6407431584
160	0.6406367634
161	0.6406305808
162	0.640623544
163	0.6405038729
164	0.6405009311
165	0.640390177
166	0.6403804702
167	0.6403715604
168	0.6403578758
169	0.6403536811
170	0.6403128418
171	0.6401015244
172	0.640093905
173	0.640030952
174	0.6399750781
175	0.6399721941
176	0.6399675565
177	0.6399643994
178	0.63995872
179	0.6397665183
180	0.6397581577
181	0.639753355
182	0.6397346937
183	0.6394776654
184	0.6392302138
185	0.639194945
186	0.6391824532
187	0.6391790672
188	0.6391054078
189	0.6391025143
190	0.6390984089
191	0.6390947204
192	0.6390609244
193	0.6390570283
194	0.6390540339
195	0.6390337105
196	0.6389471498
197	0.6389445915
198	0.6389257766
199	0.6389199325
200	0.6388921067
201	0.6388486934
202	0.6387294655
203	0.6387172169
204	0.6386723512
205	0.6385929399
206	0.638581755
207	0.6385788426
208	0.6385681253
209	0.6382832935
210	0.638269207
211	0.6382629279
212	0.6382405895
213	0.6382378399
214	0.6381983844
215	0.6381940359
216	0.6381915866
217	0.638189744
218	0.6379625641
219	0.6379522214
220	0.637892631
221	0.637870218
222	0.6376004498
223	0.6375951672
224	0.6374689602
225	0.6374098397
226	0.6374073738
227	0.6372021187
228	0.6372002312
229	0.6371943728
230	0.6371905537
231	0.6371760688
232	0.6371691771
233	0.6371627713
234	0.63715691323235	0.63710648623236	0.63705315223237	0.636942235238	0.6371139957
239	0.6369753142
240	0.6369698895
241	0.636966228
242	0.6369652914
243	0.636753637
244	0.6367505601
245	0.6367443099
246	0.6367418748
247	0.6367380131
248	0.6365051173
249	0.6364980889
250	0.6364545366
251	0.6363633436
252	0.6363607838
253	0.6363533497
254	0.6363459802
255	0.6363426978
256	0.6361960824
257	0.63619336
258	0.6361648962
259	0.6361448337
260	0.6361322638
261	0.6360957166
262	0.6360943381
263	0.6360903999
264	0.6359530706
265	0.6359318094
266	0.6358455498
267	0.6358407026
268	0.6358370071
269	0.6358351177
270	0.6356240767
271	0.6355228341
272	0.6355163082
273	0.6355111976
274	0.6355032964
275	0.6354541668
276	0.6354510646
277	0.6354312943
278	0.6352488592
279	0.6352445385
280	0.6352228236
281	0.6352123031
282	0.6351903535
283	0.6351861467
284	0.635182852
285	0.6351773651
286	0.6351731899
287	0.6350169441
288	0.6350019707
289	0.6349944736
290	0.6349131105
291	0.6347369607
292	0.6347320381
293	0.6347268851
294	0.6347168793
295	0.6347135535
296	0.6345638606
297	0.6345623066
298	0.6345558726
299	0.6345446214
300	0.6344471278
301	0.6344400919
302	0.6344356105
303	0.6343956366
304	0.6343939295
305	0.6343854608
306	0.6343786893
307	0.634372426
308	0.6343690787
309	0.634365014
310	0.6343610389
311	0.6343341243
312	0.6343296706
313	0.6343250486
314	0.6341922211
315	0.6340055462
316	0.6339903932
317	0.6339895304
318	0.6339847983
319	0.6339803914
320	0.6338518987
321	0.63385051
322	0.633672547
323	0.6336655158
324	0.633655037
325	0.6336488847
326	0.6336438729
327	0.6336123369
328	0.6336083284
329	0.6335848544
330	0.6335789442
331	0.6335625457
332	0.6335344882
333	0.6335125491
334	0.6335018801
335	0.6334995906
336	0.6334397846
337	0.633435598
338	0.6334329368
339	0.6334086695
340	0.6333885775
341	0.633386998
342	0.6333835916
343	0.6333824299
344	0.6333591996
345	0.6333548224
346	0.6333497168
347	0.6333441797
348	0.6333122029
349	0.6333059245
350	0.633303441
351	0.6332936408
352	0.6332881105
353	0.6331896328
354	0.6331680935
355	0.6331625236
356	0.6331501113
357	0.6331425205
358	0.633132582
359	0.6330581219
360	0.6330536983
361	0.6330470873
362	0.6330194604
363	0.6330146104
364	0.6329957302
365	0.6329844752
366	0.6329811924
367	0.6329544055
368	0.6329514712
369	0.6329503976
370	0.63286669
371	0.6328595766
372	0.632847834
373	0.6328130157
374	0.6328074689
375	0.6327745328
376	0.6327636374
377	0.6327147043
378	0.6327088221
379	0.6327075792
380	0.6327005861
381	0.6326900607
382	0.632524643
383	0.63251987
384	0.6325050895
385	0.6324915738
386	0.6323940145
387	0.6323920082
388	0.6322625026
389	0.6322584487
390	0.6322519467
391	0.6322077573
392	0.6322040494
393	0.6322011653
394	0.6321978546
395	0.6321136415
396	0.6319686691
397	0.6319476492
398	0.6319393814
399	0.631910405
400	0.6319039604
401	0.6318930273
402	0.631735489
403	0.6317306882
404	0.6317233554
405	0.6315745199
406	0.6315701657
407	0.6315662077
408	0.6314663533
409	0.6314573556
410	0.6314434783
411	0.6314378007
412	0.6314343659
413	0.6314180872
414	0.6314171987
415	0.6314127148
416	0.6314098018
417	0.6314061161
418	0.6313051258
419	0.6312790784
420	0.6312478181
421	0.6312281616
422	0.6312259429
423	0.631215738
424	0.6311878303
425	0.6310408813
426	0.6309085424
427	0.630906981
428	0.6308342246
429	0.6308152694
430	0.6307743669
431	0.6307716579
432	0.6307655728
433	0.6307635623
434	0.6307482232
435	0.6307431415
436	0.6307406455
437	0.630713319
438	0.6307104312
439	0.6306211401
440	0.6305994083
441	0.6305936502
442	0.6305907093
443	0.6305779887
444	0.630436814
445	0.6304254556
446	0.6304192194
447	0.6304178146
448	0.6303929475
449	0.6303877958
450	0.6303392605
451	0.6303370644
452	0.630334939
453	0.6303240548
454	0.6302893522
455	0.6302850814
456	0.630281803
457	0.6302797606
458	0.6302767265
459	0.6302747941
460	0.6302705646
461	0.6302696309
462	0.6302659808
463	0.6302586625
464	0.630252815
465	0.6301413491
466	0.6300798243
467	0.6299643439
468	0.6299401517
469	0.6299222479
470	0.6299157448
471	0.6298832732
472	0.6298608227
473	0.629847437
474	0.6298307628
475	0.6298219883
476	0.6298200971
477	0.6298110046
478	0.6298056428
479	0.6297967164
480	0.6297848251
481	0.6297312349
482	0.6297278331
483	0.6297136956
484	0.629702924
485	0.6296981763
486	0.6296934911
487	0.6296911006
488	0.629686197
489	0.629673129
490	0.6296681824
491	0.6296612189
492	0.6296561999
493	0.6296413778
494	0.6295905379
495	0.6295842713
496	0.6295733023
497	0.6295621335
498	0.6294622462
499	0.6294600604
500	0.6294568334
501	0.6294546893
502	0.6294435386
503	0.6294372076
504	0.6294317814
505	0.6294273024
506	0.6294243276
507	0.6294228965
508	0.6294200766
509	0.6294182598
510	0.6294004049
511	0.6292555438
512	0.6292514514
513	0.6292496204
514	0.629073621
515	0.6290596704
516	0.629057221
517	0.6290117216
518	0.6290029349
519	0.6290013297
520	0.6289982048
521	0.628975379
522	0.6289694534
523	0.6289447096
524	0.6289421295
525	0.6288208324
526	0.6288106753
527	0.6288086161
528	0.6288045251
529	0.6288009058
530	0.6287395724
531	0.6286971163
532	0.6286782131
533	0.6286745877
534	0.6286660811
535	0.6285918347
536	0.6285913705
537	0.628571421
538	0.6285392573
539	0.628537819
540	0.6285339547
541	0.6284183426
542	0.6283137282
543	0.6282983026
544	0.6282929124
545	0.6282875664
546	0.6282863919
547	0.6282789079
548	0.628274145
549	0.6282659423
550	0.6282628116
551	0.6282246261
552	0.6282230653
553	0.6281203693
554	0.6280174847
555	0.6279213954
556	0.6278159439
557	0.6277998791
558	0.6277938629
559	0.6277196915
560	0.6276258771
561	0.6274719048
562	0.6274661453
563	0.6274625485
564	0.6274596663
565	0.6274578265
566	0.6274491136
567	0.6273660967
568	0.6273646312
569	0.627358968
570	0.6273545153
571	0.6273365379
572	0.6273342188
573	0.6273165978
574	0.6273076644
575	0.6272989714
576	0.6272973631
577	0.627289012
578	0.6272843229
579	0.6272805286
580	0.6272015797
581	0.6271981564
582	0.6271636616
583	0.6271371643
584	0.6271290015
585	0.6271157031
586	0.6271025944
587	0.6270754995
588	0.6270674081
589	0.6270628758
590	0.6270622292
591	0.6270612053
592	0.6270581309
593	0.6270526506
594	0.6270365059
595	0.627033553
596	0.6269638729
597	0.6269068011
598	0.6269034097
599	0.6269021993
600	0.6268981176
601	0.6268949798
602	0.6268879407
603	0.62687802
604	0.6268651367
605	0.6267928983
606	0.6266972009
607	0.626680085
608	0.6265777519
609	0.6264657371
610	0.6264626795
611	0.6264103832
612	0.6263312022
613	0.6262528378
614	0.62624333
615	0.626237707
616	0.6261723906
617	0.626071567
618	0.6260046185
619	0.6259382965
620	0.6259172278
621	0.6258693904
622	0.6258095233
623	0.6257421359
624	0.6257356134
625	0.6256704519
626	0.6256558301
627	0.6256448345
628	0.6255842472
629	0.6255111884
630	0.6255067372
631	0.6254120112
632	0.6253517509
633	0.625321552
634	0.6252878025
635	0.6252843005
636	0.6251802797
637	0.6251478764
638	0.6250908616
639	0.625009296
640	0.624937831
641	0.6249159938
642	0.6248716261
643	0.6248257919
644	0.6247736579
645	0.6247170599
646	0.6246881519
647	0.6246234328
648	0.6245556064
649	0.6244949342
650	0.6244369589
651	0.6243619403
652	0.6243222642
653	0.6242742656
654	0.6242455416
655	0.6242022323
656	0.624160558
657	0.6241216392
658	0.624079072
659	0.6240133177
660	0.6239703256
661	0.6239327787
662	0.6239073598
663	0.6238869258
664	0.6238528624
665	0.623798879
666	0.6237717395
667	0.623751255
668	0.6237199699
669	0.6236705922
670	0.6236332983
671	0.6236007994
672	0.6235455683
673	0.6235268756
674	0.6234858202
675	0.6234662173
676	0.6234207512
677	0.6233653848
678	0.6233267693
679	0.6232803218
680	0.6232450745
681	0.6231603671
905597
682	0.6231719357
683	0.6231542146
684	0.6231285901
685	0.6230867055
686	0.6230295181
687	0.6229866426
688	0.622950487
689	0.6229110403
690	0.6228618412
691	0.6228314015
692	0.6227871559
693	0.6227440282
694	0.6226905731
695	0.6226441758
696	0.622589037
584369
697	0.6227281762
698	0.6226964869
6230844027
700	0.6230384324
701	0.6229913204
702	0.6229649046
703	0.6229436226
704	0.6228938456
705	0.6228439027
706	0.6227921864
707	0.6227339909
708	0.6227105222
709	0.6226553565
710	0.6226051058
711	0.6225754605
712	0.6225470346
713	0.6225007009
714	0.6224652119
715	0.6223958544
716	0.6223639527
717	0.622346451
718	0.622295993
719	0.6222682537
720	0.6222272325
721	0.6221655287
722	0.6221259719
723	0.6221022471
724	0.6220621968
725	0.6220234481
726	0.6219859456
727	0.6219378535
728	0.6219187496
729	0.6218834532
730	0.6218367649
731	0.6217450628
732	0.6217059454
733	0.6216395837
734	0.6215644868
735	0.6214897313
736	0.6214204869
737	0.6213501733
738	0.6213048056
739	0.6212608601
740	0.6212130871
741	0.6211828177
742	0.6211219514
743	0.6210653345
744	0.6210073724
745	0.6209588162
746	0.6209294981
747	0.6209004444
748	0.6208575699
749	0.6207987357
750	0.6207438664
751	0.620704219
752	0.6206679552
753	0.6206312515
754	0.6205861907
755	0.6205485685
756	0.620484508
757	0.6204229535
758	0.6203938295
759	0.6203374942
760	0.6202960209
761	0.6202591228
762	0.6202199879
763	0.620187861
764	0.6201416675
765	0.620081247
766	0.6200067632
767	0.6199490822
768	0.6198932798
769	0.6198363496
770	0.6197791037
771	0.6197231929
772	0.6196671517
773	0.6196299135
774	0.6195892652
775	0.6195375481
776	0.6194860306
777	0.6194228254
778	0.6193651447
779	0.619314933
780	0.6192671416
781	0.619216434
782	0.6191628179
783	0.6191219327
784	0.6190665377
785	0.6190350271
786	0.61898347
787	0.6189257627
788	0.6188634927
789	0.61882839047790	0.61876590467791	0.618728747
792	0.6186622457
793	0.6186118288
794	0.6185576078
795	0.6185088014
796	0.6184402158
797	0.6184096253
798	0.6183629908
799	0.6183061605
800	0.6182514813
801	0.6177639958
802	0.6176992259
803	0.6176394307
804	0.6176026595
805	0.6175598063
806	0.6175072016
807	0.6174486594
808	0.617383882
809	0.6173317846
810	0.6172889274
811	0.6172241808
812	0.6171625909
813	0.6171173196
814	0.6170594213
815	0.617012892
816	0.6169747185
817	0.6169037825
818	0.6168595769
819	0.6168227865
820	0.6167608002
821	0.6167229563
822	0.6166939896
823	0.6166469621
824	0.6165857907
825	0.6165425172
826	0.6165038326
827	0.6164538293
828	0.616393966
829	0.6163626728
830	0.616302012
831	0.6162556207
832	0.6162008837
833	0.6161432955
834	0.6160891673
835	0.6160285125
836	0.6159889138
837	0.6159420851
838	0.6159018929
839	0.6158458157
840	0.6157944229
841	0.6157597044
842	0.6157278211
843	0.6157029899
844	0.615649702
845	0.6156046552
846	0.6155535896
847	0.6155038039
848	0.6154557983
849	0.6154097822
850	0.6153600726
851	0.6153134313
852	0.6152712523
853	0.6152240578
854	0.6151802682
855	0.6151518059
856	0.6151012222
857	0.6150736918
858	0.6150277942
859	0.6149906397
860	0.6149546572
861	0.6149073955
862	0.6148647789
863	0.6148313307
864	0.6148004429
865	0.6147811201
866	0.6147179686
867	0.6146662884
868	0.6146196986
869	0.6145999732
870	0.6145716011
871	0.6145283824
872	0.6144828771
873	0.6144317635
874	0.6143901868
875	0.6143592718
876	0.6143122636
877	0.6142963824
878	0.6142773407
879	0.6142428206
880	0.6142177881
881	0.6141765318
882	0.6141476401
883	0.6140952901
884	0.6140697648
885	0.6140419385
886	0.6139963676
887	0.6139423606
888	0.6138962762
889	0.6138553834
890	0.6138270027
891	0.6137933728
892	0.6137419918
893	0.6136999096
894	0.6136430561
895	0.6135963132
896	0.6135779413
897	0.613548522
898	0.61350919789899	0.6134601706
900	0.6134457594
901	0.6134092568
902	0.613365122
903	0.613338356
904	0.6133057075
905	0.6132820578
906	0.6132475747
907	0.6132136498
908	0.6131540098
909	0.6131206881
910	0.6130874876
911	0.6130643047
912	0.6130413014
913	0.613001948
914	0.6129682328
915	0.6129358795
916	0.612917195
917	0.6128974068
918	0.6128715773
919	0.6128226082
920	0.6127850501
921	0.6127498564
922	0.6127051549
923	0.6126948252
924	0.612664655
925	0.6126160769
926	0.6125808034
927	0.6125467973
928	0.6125007891
929	0.6124508686
930	0.6124230138
931	0.6123819723
932	0.6123518663
933	0.6123067992
934	0.6122892856
935	0.612256366
936	0.6122188147
937	0.6121772372
938	0.6121494302
939	0.6120987675
940	0.6120656659
941	0.6120400405
942	0.6120042497
943	0.6119588135
944	0.6119453448
945	0.6119155445
946	0.6118949769
947	0.6118663864
948	0.6118362207
949	0.6117918218
950	0.611740428
951	0.6116875311
952	0.6116781765
953	0.6116502614
954	0.6116273089
955	0.6115713861
956	0.6115136781
957	0.611456602
958	0.6114486759
959	0.6114329031
960	0.6114287376
961	0.611399469
962	0.6113917434
963	0.6113499232
964	0.6113046734
965	0.6112924601
966	0.611241373
967	0.6111847918
968	0.6111632244
969	0.6111609722
970	0.611138779
971	0.6111093165
972	0.611073595
973	0.6110339893
974	0.6110119991
975	0.6109741205
976	0.6109524488
977	0.6109323048
978	0.6108914916
979	0.6108490167
980	0.610819614
981	0.6107712406
982	0.6107439535
983	0.6107065921
984	0.6106621172
985	0.6106124613
986	0.6105660062
987	0.6105337858
988	0.61051029
989	0.6104842514
990	0.6104389016
991	0.6104265267
992	0.6103958043
993	0.6103767763
994	0.6103513214
995	0.610293625
996	0.6102518904
997	0.6101923634
998	0.6101560382
999	0.6101304751
4445
999	0.6150462654
